Code INSEE;Code Postal;Commune;Département;Région;geo_point_2d;Code Département;Code Région
16401;16330;VERVANT;CHARENTE;POITOU-CHARENTES;45.8353596714, 0.129842160718;16;54
16402;16120;VIBRAC;CHARENTE;POITOU-CHARENTES;45.6431019638, -0.0593033677252;16;54
16403;16350;LE VIEUX-CERIER;CHARENTE;POITOU-CHARENTES;45.9701910018, 0.447706258418;16;54
16404;16350;VIEUX-RUFFEC;CHARENTE;POITOU-CHARENTES;46.0162630355, 0.379086474568;16;54
16405;16300;VIGNOLLES;CHARENTE;POITOU-CHARENTES;45.5067551698, -0.0973753032134;16;54
16406;16220;VILHONNEUR;CHARENTE;POITOU-CHARENTES;45.6749371405, 0.413690557733;16;54
16408;16320;VILLEBOIS-LAVALETTE;CHARENTE;POITOU-CHARENTES;45.4787469231, 0.282759824793;16;54
16409;16240;VILLEFAGNAN;CHARENTE;POITOU-CHARENTES;46.0118055338, 0.0886198122699;16;54
16410;16700;VILLEGATS;CHARENTE;POITOU-CHARENTES;45.9908940111, 0.187834729941;16;54
16411;16140;VILLEJESUS;CHARENTE;POITOU-CHARENTES;45.9072730643, 0.0325227133588;16;54
16412;16560;VILLEJOUBERT;CHARENTE;POITOU-CHARENTES;45.8074616252, 0.173120462313;16;54
16413;16240;VILLIERS-LE-ROUX;CHARENTE;POITOU-CHARENTES;46.0512318303, 0.109503463372;16;54
16414;16230;VILLOGNON;CHARENTE;POITOU-CHARENTES;45.8607875247, 0.108513069794;16;54
16415;16430;VINDELLE;CHARENTE;POITOU-CHARENTES;45.7209359116, 0.107728857643;16;54
16416;16310;VITRAC-SAINT-VINCENT;CHARENTE;POITOU-CHARENTES;45.7977956824, 0.494903805374;16;54
16417;16120;VIVILLE;CHARENTE;POITOU-CHARENTES;45.5253882542, -0.123672658113;16;54
16418;16400;VOEUIL-ET-GIGET;CHARENTE;POITOU-CHARENTES;45.5931085464, 0.158699054904;16;54
16419;16330;VOUHARTE;CHARENTE;POITOU-CHARENTES;45.807659891, 0.0797642978998;16;54
16420;16250;VOULGEZAC;CHARENTE;POITOU-CHARENTES;45.5124136386, 0.125737784928;16;54
16421;16220;VOUTHON;CHARENTE;POITOU-CHARENTES;45.660500114, 0.447401075403;16;54
16422;16410;VOUZAN;CHARENTE;POITOU-CHARENTES;45.6000909965, 0.359871662145;16;54
16423;16330;XAMBES;CHARENTE;POITOU-CHARENTES;45.8237702139, 0.106210551409;16;54
16424;16210;YVIERS;CHARENTE;POITOU-CHARENTES;45.2735939808, -0.0246156679485;16;54
16425;16110;YVRAC-ET-MALLEYRAND;CHARENTE;POITOU-CHARENTES;45.7349799572, 0.466227721983;16;54
17002;17500;AGUDELLE;CHARENTE-MARITIME;POITOU-CHARENTES;45.3822931603, -0.469634235538;17;54
17003;17290;AIGREFEUILLE-D'AUNIS;CHARENTE-MARITIME;POITOU-CHARENTES;46.116506287, -0.944542003492;17;54
17004;17123;ILE-D'AIX;CHARENTE-MARITIME;POITOU-CHARENTES;46.0183336808, -1.1696249203;17;54
17005;17150;ALLAS-BOCAGE;CHARENTE-MARITIME;POITOU-CHARENTES;45.3827600659, -0.497845683209;17;54
17006;17500;ALLAS-CHAMPAGNE;CHARENTE-MARITIME;POITOU-CHARENTES;45.4726406982, -0.339612863623;17;54
17007;17540;ANAIS;CHARENTE-MARITIME;POITOU-CHARENTES;46.175505871, -0.904331941311;17;54
17008;17230;ANDILLY;CHARENTE-MARITIME;POITOU-CHARENTES;46.2630044811, -1.01765756102;17;54
17009;17540;ANGLIERS;CHARENTE-MARITIME;POITOU-CHARENTES;46.2061055614, -0.949106581868;17;54
17010;17690;ANGOULINS;CHARENTE-MARITIME;POITOU-CHARENTES;46.1067042744, -1.10617840927;17;54
17011;17350;ANNEPONT;CHARENTE-MARITIME;POITOU-CHARENTES;45.8451541952, -0.606940524552;17;54
17012;17380;ANNEZAY;CHARENTE-MARITIME;POITOU-CHARENTES;46.010330476, -0.69607751086;17;54
17013;17400;ANTEZANT-LA-CHAPELLE;CHARENTE-MARITIME;POITOU-CHARENTES;45.9950682393, -0.482871743818;17;54
17015;17120;ARCES;CHARENTE-MARITIME;POITOU-CHARENTES;45.5603861745, -0.873664735629;17;54
17016;17520;ARCHIAC;CHARENTE-MARITIME;POITOU-CHARENTES;45.5228923637, -0.301856482703;17;54
17017;17380;ARCHINGEAY;CHARENTE-MARITIME;POITOU-CHARENTES;45.9283336011, -0.717220453831;17;54
17018;17290;ARDILLIERES;CHARENTE-MARITIME;POITOU-CHARENTES;46.0498769657, -0.890135865297;17;54
17019;17590;ARS-EN-RE;CHARENTE-MARITIME;POITOU-CHARENTES;46.2111995219, -1.51504354145;17;54
17020;17520;ARTHENAC;CHARENTE-MARITIME;POITOU-CHARENTES;45.5031576669, -0.323776644453;17;54
17021;17530;ARVERT;CHARENTE-MARITIME;POITOU-CHARENTES;45.7467177587, -1.12303418678;17;54
17022;17400;ASNIERES-LA-GIRAUD;CHARENTE-MARITIME;POITOU-CHARENTES;45.8934744108, -0.510489870265;17;54
17023;17770;AUJAC;CHARENTE-MARITIME;POITOU-CHARENTES;45.8475001891, -0.394514249009;17;54
17024;17470;AULNAY;CHARENTE-MARITIME;POITOU-CHARENTES;46.0203377417, -0.348095789107;17;54
17025;17770;AUMAGNE;CHARENTE-MARITIME;POITOU-CHARENTES;45.880093124, -0.411702053139;17;54
17026;17770;AUTHON-EBEON;CHARENTE-MARITIME;POITOU-CHARENTES;45.8418838316, -0.426249552572;17;54
17027;17800;AVY;CHARENTE-MARITIME;POITOU-CHARENTES;45.5514357432, -0.508678091517;17;54
17028;17440;AYTRE;CHARENTE-MARITIME;POITOU-CHARENTES;46.134271716, -1.11454913295;17;54
17029;17160;BAGNIZEAU;CHARENTE-MARITIME;POITOU-CHARENTES;45.9004170603, -0.316541376972;17;54
17030;17600;BALANZAC;CHARENTE-MARITIME;POITOU-CHARENTES;45.7481778738, -0.843964939234;17;54
17031;17160;BALLANS;CHARENTE-MARITIME;POITOU-CHARENTES;45.8083081016, -0.225189641549;17;54
17032;17290;BALLON;CHARENTE-MARITIME;POITOU-CHARENTES;46.0535112924, -0.97296366419;17;54
17033;17360;LA BARDE;CHARENTE-MARITIME;POITOU-CHARENTES;45.1281301478, -0.0633132974486;17;54
17034;17120;BARZAN;CHARENTE-MARITIME;POITOU-CHARENTES;45.531214889, -0.867749982144;17;54
17035;17490;BAZAUGES;CHARENTE-MARITIME;POITOU-CHARENTES;45.9171649237, -0.164856392968;17;54
17036;17620;BEAUGEAY;CHARENTE-MARITIME;POITOU-CHARENTES;45.8699571421, -1.00817611338;17;54
17037;17490;BEAUVAIS-SUR-MATHA;CHARENTE-MARITIME;POITOU-CHARENTES;45.8934079411, -0.179132842333;17;54
17038;17210;BEDENAC;CHARENTE-MARITIME;POITOU-CHARENTES;45.1855001238, -0.31284209172;17;54
17039;17800;BELLUIRE;CHARENTE-MARITIME;POITOU-CHARENTES;45.5301565729, -0.55598529375;17;54
17040;17400;LA BENATE;CHARENTE-MARITIME;POITOU-CHARENTES;46.0075834832, -0.557893466691;17;54
17041;17170;BENON;CHARENTE-MARITIME;POITOU-CHARENTES;46.1994730581, -0.797193296126;17;54
17042;17770;BERCLOUX;CHARENTE-MARITIME;POITOU-CHARENTES;45.8393523202, -0.459046739442;17;54
17043;17330;BERNAY-SAINT-MARTIN;CHARENTE-MARITIME;POITOU-CHARENTES;46.0666811311, -0.625648729603;17;54
17044;17460;BERNEUIL;CHARENTE-MARITIME;POITOU-CHARENTES;45.6570139489, -0.598024601666;17;54
17045;17250;BEURLAY;CHARENTE-MARITIME;POITOU-CHARENTES;45.861283729, -0.845151509892;17;54
17046;17400;BIGNAY;CHARENTE-MARITIME;POITOU-CHARENTES;45.9212951544, -0.601162350534;17;54
17047;17800;BIRON;CHARENTE-MARITIME;POITOU-CHARENTES;45.5688029671, -0.483837894622;17;54
17048;17160;BLANZAC-LES-MATHA;CHARENTE-MARITIME;POITOU-CHARENTES;45.8719666521, -0.354451050762;17;54
17049;17470;BLANZAY-SUR-BOUTONNE;CHARENTE-MARITIME;POITOU-CHARENTES;46.0542310173, -0.42559316503;17;54
17050;17240;BOIS;CHARENTE-MARITIME;POITOU-CHARENTES;45.4820911995, -0.6152588969;17;54
17051;17580;LE BOIS-PLAGE-EN-RE;CHARENTE-MARITIME;POITOU-CHARENTES;46.1825283655, -1.37625908104;17;54
17052;17150;BOISREDON;CHARENTE-MARITIME;POITOU-CHARENTES;45.3174383056, -0.543849481314;17;54
17053;17430;BORDS;CHARENTE-MARITIME;POITOU-CHARENTES;45.8953761527, -0.785050392193;17;54
17054;17270;BORESSE-ET-MARTRON;CHARENTE-MARITIME;POITOU-CHARENTES;45.2732901399, -0.126873222783;17;54
17055;17360;BOSCAMNANT;CHARENTE-MARITIME;POITOU-CHARENTES;45.1918411913, -0.0719487146419;17;54
17056;17800;BOUGNEAU;CHARENTE-MARITIME;POITOU-CHARENTES;45.600075653, -0.505955746131;17;54
17057;17540;BOUHET;CHARENTE-MARITIME;POITOU-CHARENTES;46.1629168745, -0.85833337983;17;54
17058;17560;BOURCEFRANC-LE-CHAPUS;CHARENTE-MARITIME;POITOU-CHARENTES;45.8473362816, -1.13429637237;17;54
17059;17220;BOURGNEUF;CHARENTE-MARITIME;POITOU-CHARENTES;46.1681538525, -1.02181156322;17;54
17060;17120;BOUTENAC-TOUVENT;CHARENTE-MARITIME;POITOU-CHARENTES;45.4989856627, -0.760479056948;17;54
17061;17210;BRAN;CHARENTE-MARITIME;POITOU-CHARENTES;45.3499135162, -0.261698224631;17;54
17062;17490;BRESDON;CHARENTE-MARITIME;POITOU-CHARENTES;45.8650109231, -0.145421933634;17;54
17063;17700;BREUIL-LA-REORTE;CHARENTE-MARITIME;POITOU-CHARENTES;46.0634336642, -0.695728258066;17;54
17064;17920;BREUILLET;CHARENTE-MARITIME;POITOU-CHARENTES;45.6939630579, -1.05445584311;17;54
17065;17870;BREUIL-MAGNE;CHARENTE-MARITIME;POITOU-CHARENTES;46.0002799003, -0.966249355235;17;54
17066;17520;BRIE-SOUS-ARCHIAC;CHARENTE-MARITIME;POITOU-CHARENTES;45.4750262399, -0.300808640902;17;54
17067;17160;BRIE-SOUS-MATHA;CHARENTE-MARITIME;POITOU-CHARENTES;45.8171155217, -0.253480989934;17;54
17068;17120;BRIE-SOUS-MORTAGNE;CHARENTE-MARITIME;POITOU-CHARENTES;45.5025646841, -0.737666203174;17;54
17069;17800;BRIVES-SUR-CHARENTE;CHARENTE-MARITIME;POITOU-CHARENTES;45.6665031177, -0.455953367996;17;54
17070;17770;BRIZAMBOURG;CHARENTE-MARITIME;POITOU-CHARENTES;45.8065841077, -0.476018876791;17;54
17071;17160;LA BROUSSE;CHARENTE-MARITIME;POITOU-CHARENTES;45.9023725634, -0.365190879008;17;54
17072;17770;BURIE;CHARENTE-MARITIME;POITOU-CHARENTES;45.777851301, -0.428355211255;17;54
17073;17100;BUSSAC-SUR-CHARENTE;CHARENTE-MARITIME;POITOU-CHARENTES;45.7919880619, -0.624437131463;17;54
17074;17210;BUSSAC-FORET;CHARENTE-MARITIME;POITOU-CHARENTES;45.2021566078, -0.378592509253;17;54
17075;17430;CABARIOT;CHARENTE-MARITIME;POITOU-CHARENTES;45.9278243256, -0.849803658691;17;54
17076;17520;CELLES;CHARENTE-MARITIME;POITOU-CHARENTES;45.6100158658, -0.386567366555;17;54
17077;17270;CERCOUX;CHARENTE-MARITIME;POITOU-CHARENTES;45.1273503043, -0.207698631448;17;54
17078;17800;CHADENAC;CHARENTE-MARITIME;POITOU-CHARENTES;45.5445094942, -0.450256839324;17;54
17079;17890;CHAILLEVETTE;CHARENTE-MARITIME;POITOU-CHARENTES;45.7303444149, -1.06814190261;17;54
17080;17290;CHAMBON;CHARENTE-MARITIME;POITOU-CHARENTES;46.1091600914, -0.845524833213;17;54
17081;17130;CHAMOUILLAC;CHARENTE-MARITIME;POITOU-CHARENTES;45.3058629174, -0.465409167934;17;54
17082;17500;CHAMPAGNAC;CHARENTE-MARITIME;POITOU-CHARENTES;45.4287046076, -0.377244103646;17;54
17083;17620;CHAMPAGNE;CHARENTE-MARITIME;POITOU-CHARENTES;45.8298794044, -0.91672258016;17;54
17084;17240;CHAMPAGNOLLES;CHARENTE-MARITIME;POITOU-CHARENTES;45.5097912928, -0.647721858096;17;54
17085;17430;CHAMPDOLENT;CHARENTE-MARITIME;POITOU-CHARENTES;45.9141109921, -0.777335359216;17;54
17086;17610;CHANIERS;CHARENTE-MARITIME;POITOU-CHARENTES;45.7339723464, -0.551943475215;17;54
17087;17380;CHANTEMERLE-SUR-LA-SOIE;CHARENTE-MARITIME;POITOU-CHARENTES;45.9732176097, -0.644264493345;17;54
17089;17100;LA CHAPELLE-DES-POTS;CHARENTE-MARITIME;POITOU-CHARENTES;45.7644455528, -0.534261419507;17;54
17091;17230;CHARRON;CHARENTE-MARITIME;POITOU-CHARENTES;46.2936903771, -1.08092039856;17;54
17092;17130;CHARTUZAC;CHARENTE-MARITIME;POITOU-CHARENTES;45.3371917387, -0.416732007642;17;54
17093;17480;LE CHATEAU-D'OLERON;CHARENTE-MARITIME;POITOU-CHARENTES;45.8813853125, -1.2166234835;17;54
17094;17340;CHATELAILLON-PLAGE;CHARENTE-MARITIME;POITOU-CHARENTES;46.0727342481, -1.08262101984;17;54
17095;17210;CHATENET;CHARENTE-MARITIME;POITOU-CHARENTES;45.2987522613, -0.291493606073;17;54
17096;17130;CHAUNAC;CHARENTE-MARITIME;POITOU-CHARENTES;45.3568170486, -0.359382651655;17;54
17097;17600;LE CHAY;CHARENTE-MARITIME;POITOU-CHARENTES;45.6408933917, -0.902258961295;17;54
17098;17120;CHENAC-SAINT-SEURIN-D'UZET;CHARENTE-MARITIME;POITOU-CHARENTES;45.5140296568, -0.812247078106;17;54
17099;17210;CHEPNIERS;CHARENTE-MARITIME;POITOU-CHARENTES;45.2531986872, -0.326507193163;17;54
17100;17610;CHERAC;CHARENTE-MARITIME;POITOU-CHARENTES;45.7130812452, -0.446891176255;17;54
17101;17470;CHERBONNIERES;CHARENTE-MARITIME;POITOU-CHARENTES;45.9677756754, -0.339891615561;17;54
17102;17460;CHERMIGNAC;CHARENTE-MARITIME;POITOU-CHARENTES;45.6928090808, -0.677270965738;17;54
17103;17380;CHERVETTES;CHARENTE-MARITIME;POITOU-CHARENTES;46.0451644754, -0.701084855026;17;54
17104;17210;CHEVANCEAUX;CHARENTE-MARITIME;POITOU-CHARENTES;45.2991036157, -0.212745427896;17;54
17105;17510;CHIVES;CHARENTE-MARITIME;POITOU-CHARENTES;45.9508835378, -0.121918052323;17;54
17106;17520;CIERZAC;CHARENTE-MARITIME;POITOU-CHARENTES;45.561206889, -0.313695229366;17;54
17107;17290;CIRE-D'AUNIS;CHARENTE-MARITIME;POITOU-CHARENTES;46.0380687499, -0.930603200492;17;54
17108;17500;CLAM;CHARENTE-MARITIME;POITOU-CHARENTES;45.492260471, -0.444850950523;17;54
17109;17220;CLAVETTE;CHARENTE-MARITIME;POITOU-CHARENTES;46.1423813762, -1.03660142128;17;54
17110;17270;CLERAC;CHARENTE-MARITIME;POITOU-CHARENTES;45.170720294, -0.234166115218;17;54
17111;17240;CLION;CHARENTE-MARITIME;POITOU-CHARENTES;45.470800102, -0.509938882977;17;54
17112;17600;LA CLISSE;CHARENTE-MARITIME;POITOU-CHARENTES;45.7320429784, -0.75493581331;17;54
17113;17360;LA CLOTTE;CHARENTE-MARITIME;POITOU-CHARENTES;45.1155746531, -0.143215362973;17;54
17114;17330;COIVERT;CHARENTE-MARITIME;POITOU-CHARENTES;46.0673425876, -0.462617046723;17;54
17115;17460;COLOMBIERS;CHARENTE-MARITIME;POITOU-CHARENTES;45.6427817429, -0.555075273986;17;54
17116;17150;CONSAC;CHARENTE-MARITIME;POITOU-CHARENTES;45.4182495786, -0.588917528415;17;54
17117;17470;CONTRE;CHARENTE-MARITIME;POITOU-CHARENTES;46.0122478554, -0.261363378689;17;54
17118;17130;CORIGNAC;CHARENTE-MARITIME;POITOU-CHARENTES;45.2448604983, -0.39280322021;17;54
17119;17600;CORME-ECLUSE;CHARENTE-MARITIME;POITOU-CHARENTES;45.6322589932, -0.864025818728;17;54
17120;17600;CORME-ROYAL;CHARENTE-MARITIME;POITOU-CHARENTES;45.7457848259, -0.809484393759;17;54
17121;17670;LA COUARDE-SUR-MER;CHARENTE-MARITIME;POITOU-CHARENTES;46.2010718838, -1.4366169353;17;54
17122;17800;COULONGES;CHARENTE-MARITIME;POITOU-CHARENTES;45.6088801122, -0.428936735857;17;54
17124;17330;COURANT;CHARENTE-MARITIME;POITOU-CHARENTES;46.0375312829, -0.587834905531;17;54
17125;17400;COURCELLES;CHARENTE-MARITIME;POITOU-CHARENTES;45.9586702795, -0.481078558771;17;54
17126;17160;COURCERAC;CHARENTE-MARITIME;POITOU-CHARENTES;45.8429574627, -0.366358535503;17;54
17127;17170;COURCON;CHARENTE-MARITIME;POITOU-CHARENTES;46.2550691794, -0.795122277526;17;54
17128;17100;COURCOURY;CHARENTE-MARITIME;POITOU-CHARENTES;45.7030914699, -0.563571541525;17;54
17129;17130;COURPIGNAC;CHARENTE-MARITIME;POITOU-CHARENTES;45.3142239112, -0.50021379321;17;54
17130;17130;COUX;CHARENTE-MARITIME;POITOU-CHARENTES;45.3197414345, -0.409244232565;17;54
17131;17120;COZES;CHARENTE-MARITIME;POITOU-CHARENTES;45.576167197, -0.823756709657;17;54
17132;17170;CRAMCHABAN;CHARENTE-MARITIME;POITOU-CHARENTES;46.2148052495, -0.718162593168;17;54
17133;17260;CRAVANS;CHARENTE-MARITIME;POITOU-CHARENTES;45.5951968202, -0.714548761582;17;54
17134;17350;CRAZANNES;CHARENTE-MARITIME;POITOU-CHARENTES;45.8503954667, -0.705638764922;17;54
17135;17160;CRESSE;CHARENTE-MARITIME;POITOU-CHARENTES;45.916026224, -0.212186175866;17;54
17136;17220;CROIX-CHAPEAU;CHARENTE-MARITIME;POITOU-CHARENTES;46.1029311754, -0.998866254473;17;54
17137;17330;LA CROIX-COMTESSE;CHARENTE-MARITIME;POITOU-CHARENTES;46.0824925841, -0.504784352089;17;54
17138;17470;DAMPIERRE-SUR-BOUTONNE;CHARENTE-MARITIME;POITOU-CHARENTES;46.0734166242, -0.387793874556;17;54
17139;17330;DOEUIL-SUR-LE-MIGNON;CHARENTE-MARITIME;POITOU-CHARENTES;46.1238616322, -0.549321763075;17;54
17140;17550;DOLUS-D'OLERON;CHARENTE-MARITIME;POITOU-CHARENTES;45.9096185439, -1.25750953748;17;54
17141;17610;DOMPIERRE-SUR-CHARENTE;CHARENTE-MARITIME;POITOU-CHARENTES;45.7079445507, -0.496852759842;17;54
17142;17139;DOMPIERRE-SUR-MER;CHARENTE-MARITIME;POITOU-CHARENTES;46.1840946232, -1.06784317719;17;54
17143;17100;LE DOUHET;CHARENTE-MARITIME;POITOU-CHARENTES;45.8077681995, -0.578258177424;17;54
17145;17800;ECHEBRUNE;CHARENTE-MARITIME;POITOU-CHARENTES;45.5887183751, -0.452205793733;17;54
17146;17620;ECHILLAIS;CHARENTE-MARITIME;POITOU-CHARENTES;45.9024659097, -0.953390493199;17;54
17147;17770;ECOYEUX;CHARENTE-MARITIME;POITOU-CHARENTES;45.8146188936, -0.51932413355;17;54
17148;17810;ECURAT;CHARENTE-MARITIME;POITOU-CHARENTES;45.7939911304, -0.694780604398;17;54
17149;17510;LES EDUTS;CHARENTE-MARITIME;POITOU-CHARENTES;45.9975741287, -0.206497538135;17;54
17150;17400;LES EGLISES-D'ARGENTEUIL;CHARENTE-MARITIME;POITOU-CHARENTES;45.978753015, -0.424376314206;17;54
17151;17600;L'EGUILLE;CHARENTE-MARITIME;POITOU-CHARENTES;45.7019009166, -0.979905969423;17;54
17152;17120;EPARGNES;CHARENTE-MARITIME;POITOU-CHARENTES;45.5457212602, -0.795992154585;17;54
17153;17137;ESNANDES;CHARENTE-MARITIME;POITOU-CHARENTES;46.2481463868, -1.11394343673;17;54
17154;17250;LES ESSARDS;CHARENTE-MARITIME;POITOU-CHARENTES;45.7949558042, -0.770156195099;17;54
17155;17750;ETAULES;CHARENTE-MARITIME;POITOU-CHARENTES;45.7225172256, -1.10053747379;17;54
17156;17130;EXPIREMONT;CHARENTE-MARITIME;POITOU-CHARENTES;45.3325890247, -0.374711458705;17;54
17157;17350;FENIOUX;CHARENTE-MARITIME;POITOU-CHARENTES;45.891354381, -0.588645378204;17;54
17158;17170;FERRIERES;CHARENTE-MARITIME;POITOU-CHARENTES;46.2293761837, -0.854091719945;17;54
17159;17800;FLEAC-SUR-SEUGNE;CHARENTE-MARITIME;POITOU-CHARENTES;45.5312541741, -0.525777430829;17;54
17160;17120;FLOIRAC;CHARENTE-MARITIME;POITOU-CHARENTES;45.4763669964, -0.747580624551;17;54
17161;17630;LA FLOTTE;CHARENTE-MARITIME;POITOU-CHARENTES;46.1793660462, -1.32163012232;17;54
17162;17510;FONTAINE-CHALENDRAY;CHARENTE-MARITIME;POITOU-CHARENTES;45.9472253367, -0.176439795727;17;54
17163;17500;FONTAINES-D'OZILLAC;CHARENTE-MARITIME;POITOU-CHARENTES;45.3786053942, -0.382932208818;17;54
17164;17100;FONTCOUVERTE;CHARENTE-MARITIME;POITOU-CHARENTES;45.767715256, -0.590510817969;17;54
17165;17400;FONTENET;CHARENTE-MARITIME;POITOU-CHARENTES;45.9056728003, -0.463265177697;17;54
17166;17290;FORGES;CHARENTE-MARITIME;POITOU-CHARENTES;46.1090753059, -0.892101839793;17;54
17167;17270;LE FOUILLOUX;CHARENTE-MARITIME;POITOU-CHARENTES;45.2054910873, -0.125754357032;17;54
17168;17450;FOURAS;CHARENTE-MARITIME;POITOU-CHARENTES;45.9830753407, -1.07700521801;17;54
17169;17770;LA FREDIERE;CHARENTE-MARITIME;POITOU-CHARENTES;45.861546377, -0.586815136016;17;54
17171;17250;GEAY;CHARENTE-MARITIME;POITOU-CHARENTES;45.8619856256, -0.756393438538;17;54
17172;17260;GEMOZAC;CHARENTE-MARITIME;POITOU-CHARENTES;45.5615748972, -0.684082033771;17;54
17173;17360;LA GENETOUZE;CHARENTE-MARITIME;POITOU-CHARENTES;45.2212946692, -0.0522747983265;17;54
17174;17430;GENOUILLE;CHARENTE-MARITIME;POITOU-CHARENTES;46.0190321633, -0.782334091478;17;54
17175;17520;GERMIGNAC;CHARENTE-MARITIME;POITOU-CHARENTES;45.5608582363, -0.341121661221;17;54
17176;17160;GIBOURNE;CHARENTE-MARITIME;POITOU-CHARENTES;45.9287373881, -0.312106629697;17;54
17177;17160;LE GICQ;CHARENTE-MARITIME;POITOU-CHARENTES;45.9355569039, -0.250780805223;17;54
17178;17260;GIVREZAC;CHARENTE-MARITIME;POITOU-CHARENTES;45.5409958957, -0.632072583649;17;54
17179;17100;LES GONDS;CHARENTE-MARITIME;POITOU-CHARENTES;45.7062633213, -0.60684737481;17;54
17180;17490;GOURVILLETTE;CHARENTE-MARITIME;POITOU-CHARENTES;45.8892084332, -0.222544638177;17;54
17181;17350;GRANDJEAN;CHARENTE-MARITIME;POITOU-CHARENTES;45.8753248293, -0.602567687993;17;54
17182;17170;LA GREVE-SUR-MIGNON;CHARENTE-MARITIME;POITOU-CHARENTES;46.2475550874, -0.760121003243;17;54
17183;17120;GREZAC;CHARENTE-MARITIME;POITOU-CHARENTES;45.6032269459, -0.83530051461;17;54
17184;17620;LA GRIPPERIE-SAINT-SYMPHORIEN;CHARENTE-MARITIME;POITOU-CHARENTES;45.7918128326, -0.952372788645;17;54
17185;17600;LE GUA;CHARENTE-MARITIME;POITOU-CHARENTES;45.7264855028, -0.965197924835;17;54
17186;17540;LE GUE-D'ALLERE;CHARENTE-MARITIME;POITOU-CHARENTES;46.1876266957, -0.870885218413;17;54
17187;17500;GUITINIERES;CHARENTE-MARITIME;POITOU-CHARENTES;45.443029378, -0.511210601117;17;54
17188;17160;HAIMPS;CHARENTE-MARITIME;POITOU-CHARENTES;45.8625742975, -0.25542114028;17;54
17189;17320;HIERS-BROUAGE;CHARENTE-MARITIME;POITOU-CHARENTES;45.8435716434, -1.05203009674;17;54
17190;17137;L'HOUMEAU;CHARENTE-MARITIME;POITOU-CHARENTES;46.1935718627, -1.18641543002;17;54
17191;17460;LA JARD;CHARENTE-MARITIME;POITOU-CHARENTES;45.6594237769, -0.573779997432;17;54
17192;17520;JARNAC-CHAMPAGNE;CHARENTE-MARITIME;POITOU-CHARENTES;45.5533573947, -0.405979459811;17;54
17193;17220;LA JARNE;CHARENTE-MARITIME;POITOU-CHARENTES;46.1214512061, -1.07142455217;17;54
17194;17220;LA JARRIE;CHARENTE-MARITIME;POITOU-CHARENTES;46.1239232012, -1.01164042157;17;54
17195;17330;LA JARRIE-AUDOUIN;CHARENTE-MARITIME;POITOU-CHARENTES;46.035099239, -0.480660269998;17;54
17196;17260;JAZENNES;CHARENTE-MARITIME;POITOU-CHARENTES;45.5828838035, -0.615889273247;17;54
17197;17500;JONZAC;CHARENTE-MARITIME;POITOU-CHARENTES;45.4419827405, -0.427614839205;17;54
17198;17770;JUICQ;CHARENTE-MARITIME;POITOU-CHARENTES;45.8399129453, -0.577046782244;17;54
17199;17130;JUSSAS;CHARENTE-MARITIME;POITOU-CHARENTES;45.2770542322, -0.356321987805;17;54
17200;17140;LAGORD;CHARENTE-MARITIME;POITOU-CHARENTES;46.1865247974, -1.15219925305;17;54
17201;17170;LA LAIGNE;CHARENTE-MARITIME;POITOU-CHARENTES;46.2156875435, -0.755573639604;17;54
17202;17380;LANDES;CHARENTE-MARITIME;POITOU-CHARENTES;45.9948050533, -0.600345343347;17;54
17203;17290;LANDRAIS;CHARENTE-MARITIME;POITOU-CHARENTES;46.0695634718, -0.857047499487;17;54
17204;17500;LEOVILLE;CHARENTE-MARITIME;POITOU-CHARENTES;45.3778692779, -0.333027025612;17;54
17205;17870;LOIRE-LES-MARAIS;CHARENTE-MARITIME;POITOU-CHARENTES;45.9927474473, -0.927468396271;17;54
17206;17470;LOIRE-SUR-NIE;CHARENTE-MARITIME;POITOU-CHARENTES;45.9584075914, -0.289572002705;17;54
17207;17111;LOIX;CHARENTE-MARITIME;POITOU-CHARENTES;46.2206970303, -1.44742224343;17;54
17208;17230;LONGEVES;CHARENTE-MARITIME;POITOU-CHARENTES;46.2376082044, -0.974659436539;17;54
17209;17520;LONZAC;CHARENTE-MARITIME;POITOU-CHARENTES;45.5911112245, -0.396064768995;17;54
17210;17240;LORIGNAC;CHARENTE-MARITIME;POITOU-CHARENTES;45.4601958891, -0.67473411902;17;54
17211;17330;LOULAY;CHARENTE-MARITIME;POITOU-CHARENTES;46.0441648862, -0.513759292382;17;54
17212;17160;LOUZIGNAC;CHARENTE-MARITIME;POITOU-CHARENTES;45.8315187866, -0.228314120891;17;54
17213;17330;LOZAY;CHARENTE-MARITIME;POITOU-CHARENTES;46.0435885992, -0.543351399248;17;54
17214;17600;LUCHAT;CHARENTE-MARITIME;POITOU-CHARENTES;45.7151143734, -0.763297956769;17;54
17215;17500;LUSSAC;CHARENTE-MARITIME;POITOU-CHARENTES;45.4672777871, -0.473062753484;17;54
17216;17430;LUSSANT;CHARENTE-MARITIME;POITOU-CHARENTES;45.9428507855, -0.822245809156;17;54
17217;17490;MACQUEVILLE;CHARENTE-MARITIME;POITOU-CHARENTES;45.7959532794, -0.203637900401;17;54
17218;17230;MARANS;CHARENTE-MARITIME;POITOU-CHARENTES;46.3120332384, -0.979496238951;17;54
17219;17320;MARENNES;CHARENTE-MARITIME;POITOU-CHARENTES;45.8221269588, -1.10929995315;17;54
