Code INSEE;Code Postal;Commune;Département;Région;geo_point_2d;Code Département;Code Région
1001;1400;L'ABERGEMENT-CLEMENCIAT;AIN;RHONE-ALPES;46.1534255214, 4.92611354223;1;82
1002;1640;L'ABERGEMENT-DE-VAREY;AIN;RHONE-ALPES;46.0091878776, 5.42801696363;1;82
1004;1500;AMBERIEU-EN-BUGEY;AIN;RHONE-ALPES;45.9608475114, 5.3729257777;1;82
1005;1330;AMBERIEUX-EN-DOMBES;AIN;RHONE-ALPES;45.9961799872, 4.91227250796;1;82
1006;1300;AMBLEON;AIN;RHONE-ALPES;45.7494989044, 5.59432017366;1;82
1007;1500;AMBRONAY;AIN;RHONE-ALPES;46.0055913782, 5.35760660735;1;82
1008;1500;AMBUTRIX;AIN;RHONE-ALPES;45.9367134524, 5.3328092349;1;82
1009;1300;ANDERT-ET-CONDON;AIN;RHONE-ALPES;45.7873565333, 5.65788307924;1;82
1010;1350;ANGLEFORT;AIN;RHONE-ALPES;45.9093715116, 5.79516005674;1;82
1011;1100;APREMONT;AIN;RHONE-ALPES;46.2054981558, 5.65781475272;1;82
1012;1110;ARANC;AIN;RHONE-ALPES;46.0015344029, 5.51130637511;1;82
1013;1230;ARANDAS;AIN;RHONE-ALPES;45.8908155275, 5.49870439091;1;82
1014;1100;ARBENT;AIN;RHONE-ALPES;46.2834936005, 5.69061651221;1;82
1015;1300;ARBIGNIEU;AIN;RHONE-ALPES;45.7237621545, 5.65263086429;1;82
1016;1190;ARBIGNY;AIN;RHONE-ALPES;46.4776762988, 4.9599416863;1;82
1017;1230;ARGIS;AIN;RHONE-ALPES;45.9337182132, 5.48251100314;1;82
1019;1510;ARMIX;AIN;RHONE-ALPES;45.8541838459, 5.58357838695;1;82
1021;1480;ARS-SUR-FORMANS;AIN;RHONE-ALPES;45.9934611, 4.82199649494;1;82
1022;1510;ARTEMARE;AIN;RHONE-ALPES;45.8695891748, 5.69065283943;1;82
1023;1570;ASNIERES-SUR-SAONE;AIN;RHONE-ALPES;46.3857281418, 4.88387478623;1;82
1024;1340;ATTIGNAT;AIN;RHONE-ALPES;46.2861802203, 5.1795233845;1;82
1025;1380;BAGE-LA-VILLE;AIN;RHONE-ALPES;46.3233203302, 4.9528678933;1;82
1026;1380;BAGE-LE-CHATEL;AIN;RHONE-ALPES;46.3077069231, 4.92862084189;1;82
1027;1360;BALAN;AIN;RHONE-ALPES;45.8311226453, 5.10780019249;1;82
1028;1990;BANEINS;AIN;RHONE-ALPES;46.1141214445, 4.90146475101;1;82
1029;1270;BEAUPONT;AIN;RHONE-ALPES;46.4288360203, 5.26003405676;1;82
1030;1480;BEAUREGARD;AIN;RHONE-ALPES;46.0008580204, 4.75600664694;1;82
1031;1100;BELLIGNAT;AIN;RHONE-ALPES;46.2373497134, 5.6360052884;1;82
1032;1360;BELIGNEUX;AIN;RHONE-ALPES;45.8591464826, 5.13989505865;1;82
1033;1200;BELLEGARDE-SUR-VALSERINE;AIN;RHONE-ALPES;46.1067901755, 5.83202736464;1;82
1034;1300;BELLEY;AIN;RHONE-ALPES;45.7494697806, 5.68412365526;1;82
1035;1130;BELLEYDOUX;AIN;RHONE-ALPES;46.2530316409, 5.78471723698;1;82
1036;1260;BELMONT-LUTHEZIEU;AIN;RHONE-ALPES;45.8847475883, 5.65115788055;1;82
1037;1470;BENONCES;AIN;RHONE-ALPES;45.8374974718, 5.48285330863;1;82
1038;1370;BENY;AIN;RHONE-ALPES;46.3188629218, 5.28253433405;1;82
1039;1350;BEON;AIN;RHONE-ALPES;45.8568920052, 5.75220315052;1;82
1040;1340;BEREZIAT;AIN;RHONE-ALPES;46.3674371012, 5.04021655965;1;82
1041;1500;BETTANT;AIN;RHONE-ALPES;45.9368718303, 5.36667617009;1;82
1042;1290;BEY;AIN;RHONE-ALPES;46.2191748844, 4.84642690241;1;82
1043;1700;BEYNOST;AIN;RHONE-ALPES;45.8390325448, 4.99738002182;1;82
1044;1200;BILLIAT;AIN;RHONE-ALPES;46.0791346715, 5.76591818163;1;82
1045;1330;BIRIEUX;AIN;RHONE-ALPES;45.9533995502, 5.03666479984;1;82
1046;1290;BIZIAT;AIN;RHONE-ALPES;46.2266794269, 4.94084673168;1;82
1047;1150;BLYES;AIN;RHONE-ALPES;45.8469686113, 5.25166055884;1;82
1049;1120;LA BOISSE;AIN;RHONE-ALPES;45.8446213549, 5.02783224111;1;82
1050;1190;BOISSEY;AIN;RHONE-ALPES;46.3727973545, 4.9989764059;1;82
1051;1450;BOLOZON;AIN;RHONE-ALPES;46.1960338503, 5.47095075411;1;82
1052;1330;BOULIGNEUX;AIN;RHONE-ALPES;46.0232774841, 4.99252709276;1;82
1053;1000;BOURG-EN-BRESSE;AIN;RHONE-ALPES;46.2051520382, 5.24602125501;1;82
1054;1800;BOURG-SAINT-CHRISTOPHE;AIN;RHONE-ALPES;45.8861934456, 5.14349196896;1;82
1056;1640;BOYEUX-SAINT-JEROME;AIN;RHONE-ALPES;46.0363677631, 5.46322744717;1;82
1057;1190;BOZ;AIN;RHONE-ALPES;46.4051688134, 4.9135797178;1;82
1058;1300;BREGNIER-CORDON;AIN;RHONE-ALPES;45.6416854652, 5.61653371;1;82
1059;1260;BRENAZ;AIN;RHONE-ALPES;45.9500082947, 5.7371892334;1;82
1060;1110;BRENOD;AIN;RHONE-ALPES;46.0759940484, 5.61418361314;1;82
1061;1300;BRENS;AIN;RHONE-ALPES;45.7135069062, 5.68998154517;1;82
1062;1360;BRESSOLLES;AIN;RHONE-ALPES;45.869423064, 5.1009428902;1;82
1063;1460;BRION;AIN;RHONE-ALPES;46.1686327301, 5.54656422194;1;82
1064;1470;BRIORD;AIN;RHONE-ALPES;45.7708330939, 5.48537461884;1;82
1065;1310;BUELLAS;AIN;RHONE-ALPES;46.2104135162, 5.14487465017;1;82
1066;1510;LA BURBANCHE;AIN;RHONE-ALPES;45.8598709332, 5.54609714598;1;82
1067;1430;CEIGNES;AIN;RHONE-ALPES;46.1256533435, 5.49457379202;1;82
1068;1450;CERDON;AIN;RHONE-ALPES;46.0720202633, 5.47577586118;1;82
1069;1240;CERTINES;AIN;RHONE-ALPES;46.1337950959, 5.26239539372;1;82
1071;1170;CESSY;AIN;RHONE-ALPES;46.315689376, 6.0779844362;1;82
1072;1250;CEYZERIAT;AIN;RHONE-ALPES;46.1832170988, 5.32007207542;1;82
1073;1350;CEYZERIEU;AIN;RHONE-ALPES;45.8335530148, 5.71933090966;1;82
1074;1320;CHALAMONT;AIN;RHONE-ALPES;46.0076491739, 5.16936568;1;82
1075;1480;CHALEINS;AIN;RHONE-ALPES;46.0340545373, 4.79853838574;1;82
1076;1230;CHALEY;AIN;RHONE-ALPES;45.9533367734, 5.53682505273;1;82
1077;1450;CHALLES-LA-MONTAGNE;AIN;RHONE-ALPES;46.1221539654, 5.45755377201;1;82
1078;1630;CHALLEX;AIN;RHONE-ALPES;46.1768358327, 5.97115092939;1;82
1079;1260;CHAMPAGNE-EN-VALROMEY;AIN;RHONE-ALPES;45.9316447397, 5.69321890072;1;82
1080;1110;CHAMPDOR;AIN;RHONE-ALPES;46.0198844188, 5.60008759722;1;82
1081;1410;CHAMPFROMIER;AIN;RHONE-ALPES;46.220365768, 5.82233573131;1;82
1082;1420;CHANAY;AIN;RHONE-ALPES;46.005695299, 5.76893393185;1;82
1083;1990;CHANEINS;AIN;RHONE-ALPES;46.0934984191, 4.85473364691;1;82
1084;1400;CHANOZ-CHATENAY;AIN;RHONE-ALPES;46.1861812234, 5.02807719246;1;82
1085;1240;LA CHAPELLE-DU-CHATELARD;AIN;RHONE-ALPES;46.0744536905, 5.02162055898;1;82
1087;1130;CHARIX;AIN;RHONE-ALPES;46.1856344066, 5.6811896084;1;82
1088;1800;CHARNOZ-SUR-AIN;AIN;RHONE-ALPES;45.8736786869, 5.2211032563;1;82
1089;1500;CHATEAU-GAILLARD;AIN;RHONE-ALPES;45.9730390239, 5.30754273532;1;82
1090;1320;CHATENAY;AIN;RHONE-ALPES;46.0259402155, 5.2048590395;1;82
1091;1200;CHATILLON-EN-MICHAILLE;AIN;RHONE-ALPES;46.1293337743, 5.770176021;1;82
1092;1320;CHATILLON-LA-PALUD;AIN;RHONE-ALPES;45.9748017433, 5.2416027725;1;82
1093;1400;CHATILLON-SUR-CHALARONNE;AIN;RHONE-ALPES;46.1232390685, 4.95810003714;1;82
1094;1190;CHAVANNES-SUR-REYSSOUZE;AIN;RHONE-ALPES;46.4379785193, 5.00693749662;1;82
1095;1250;CHAVANNES-SUR-SURAN;AIN;RHONE-ALPES;46.2750157946, 5.41649423093;1;82
1096;1660;CHAVEYRIAT;AIN;RHONE-ALPES;46.1991513767, 5.0564069258;1;82
1097;1510;CHAVORNAY;AIN;RHONE-ALPES;45.8824049535, 5.72499814516;1;82
1098;1300;CHAZEY-BONS;AIN;RHONE-ALPES;45.7925770617, 5.68477063188;1;82
1099;1150;CHAZEY-SUR-AIN;AIN;RHONE-ALPES;45.8929448968, 5.25528498524;1;82
1100;1510;CHEIGNIEU-LA-BALME;AIN;RHONE-ALPES;45.8227204334, 5.6050023969;1;82
1101;1430;CHEVILLARD;AIN;RHONE-ALPES;46.1103512578, 5.58116056005;1;82
1102;1190;CHEVROUX;AIN;RHONE-ALPES;46.38249255, 4.96288275972;1;82
1103;1170;CHEVRY;AIN;RHONE-ALPES;46.283152935, 6.04707941462;1;82
1104;1410;CHEZERY-FORENS;AIN;RHONE-ALPES;46.222573373, 5.87248105275;1;82
1105;1390;CIVRIEUX;AIN;RHONE-ALPES;45.922467454, 4.88633786877;1;82
1106;1250;CIZE;AIN;RHONE-ALPES;46.2003848172, 5.45082526739;1;82
1107;1230;CLEYZIEU;AIN;RHONE-ALPES;45.902146623, 5.43272695486;1;82
1108;1270;COLIGNY;AIN;RHONE-ALPES;46.3866637865, 5.3308227014;1;82
1109;1550;COLLONGES;AIN;RHONE-ALPES;46.1419227898, 5.90040256654;1;82
1110;1300;COLOMIEU;AIN;RHONE-ALPES;45.7361469025, 5.62670101041;1;82
1111;1230;CONAND;AIN;RHONE-ALPES;45.8834810846, 5.47541328981;1;82
1112;1430;CONDAMINE;AIN;RHONE-ALPES;46.105831161, 5.55568206762;1;82
1113;1400;CONDEISSIAT;AIN;RHONE-ALPES;46.1538469834, 5.08437171701;1;82
1114;1200;CONFORT;AIN;RHONE-ALPES;46.1543700156, 5.83319395258;1;82
1115;1310;CONFRANCON;AIN;RHONE-ALPES;46.270304175, 5.05775217893;1;82
1116;1300;CONTREVOZ;AIN;RHONE-ALPES;45.8009403071, 5.62087768159;1;82
1117;1300;CONZIEU;AIN;RHONE-ALPES;45.7253102173, 5.60442351043;1;82
1118;1420;CORBONOD;AIN;RHONE-ALPES;45.9659473187, 5.78961970355;1;82
1119;1110;CORCELLES;AIN;RHONE-ALPES;46.0399740208, 5.5733764339;1;82
1121;1110;CORLIER;AIN;RHONE-ALPES;46.0336885573, 5.49635755029;1;82
1122;1110;CORMARANCHE-EN-BUGEY;AIN;RHONE-ALPES;45.9442772826, 5.60860828487;1;82
1123;1290;CORMORANCHE-SUR-SAONE;AIN;RHONE-ALPES;46.2403530179, 4.8276569593;1;82
1124;1560;CORMOZ;AIN;RHONE-ALPES;46.4336632942, 5.22181275755;1;82
1125;1250;CORVEISSIAT;AIN;RHONE-ALPES;46.2505107235, 5.47152467919;1;82
1127;1370;COURMANGOUX;AIN;RHONE-ALPES;46.3267864521, 5.35558241812;1;82
1128;1560;COURTES;AIN;RHONE-ALPES;46.4570082032, 5.11128546723;1;82
1129;1320;CRANS;AIN;RHONE-ALPES;45.9663793103, 5.19490390871;1;82
1130;1340;CRAS-SUR-REYSSOUZE;AIN;RHONE-ALPES;46.3130831891, 5.17796707174;1;82
1133;1350;CRESSIN-ROCHEFORT;AIN;RHONE-ALPES;45.7826434885, 5.76546256637;1;82
1134;1290;CROTTET;AIN;RHONE-ALPES;46.283072336, 4.87747971182;1;82
1135;1170;CROZET;AIN;RHONE-ALPES;46.2915659686, 5.99510417092;1;82
1136;1290;CRUZILLES-LES-MEPILLAT;AIN;RHONE-ALPES;46.2220588715, 4.8752193513;1;82
1138;1350;CULOZ;AIN;RHONE-ALPES;45.8559966843, 5.78398308932;1;82
1139;1560;CURCIAT-DONGALON;AIN;RHONE-ALPES;46.4885456881, 5.16344336837;1;82
1140;1310;CURTAFOND;AIN;RHONE-ALPES;46.273150382, 5.1020896267;1;82
1141;1300;CUZIEU;AIN;RHONE-ALPES;45.8200002803, 5.6765554896;1;82
1142;1120;DAGNEUX;AIN;RHONE-ALPES;45.8531616918, 5.07289166803;1;82
1143;1220;DIVONNE-LES-BAINS;AIN;RHONE-ALPES;46.3756333495, 6.1158647611;1;82
1144;1380;DOMMARTIN;AIN;RHONE-ALPES;46.33627762, 4.99863894;1;82
1145;1240;DOMPIERRE-SUR-VEYLE;AIN;RHONE-ALPES;46.0667883703, 5.21665199666;1;82
1146;1400;DOMPIERRE-SUR-CHALARONNE;AIN;RHONE-ALPES;46.1415406621, 4.90141714714;1;82
1147;1270;DOMSURE;AIN;RHONE-ALPES;46.4244066427, 5.29313479651;1;82
1148;1590;DORTAN;AIN;RHONE-ALPES;46.3133221173, 5.64146584117;1;82
1149;1500;DOUVRES;AIN;RHONE-ALPES;45.984297392, 5.37106901673;1;82
1150;1250;DROM;AIN;RHONE-ALPES;46.2196603059, 5.36799994918;1;82
1151;1160;DRUILLAT;AIN;RHONE-ALPES;46.067579544, 5.29361666429;1;82
1152;1130;ECHALLON;AIN;RHONE-ALPES;46.2271364137, 5.73330448395;1;82
1153;1170;ECHENEVEX;AIN;RHONE-ALPES;46.3160845207, 6.01926187996;1;82
1154;1340;ETREZ;AIN;RHONE-ALPES;46.3380891758, 5.19286414645;1;82
1155;1230;EVOSGES;AIN;RHONE-ALPES;45.965147537, 5.50283599885;1;82
1156;1800;FARAMANS;AIN;RHONE-ALPES;45.9104942091, 5.1249258559;1;82
1157;1480;FAREINS;AIN;RHONE-ALPES;46.020997974, 4.7620080898;1;82
1158;1550;FARGES;AIN;RHONE-ALPES;46.166230455, 5.90019477201;1;82
1159;1570;FEILLENS;AIN;RHONE-ALPES;46.3365833672, 4.88507050971;1;82
1160;1210;FERNEY-VOLTAIRE;AIN;RHONE-ALPES;46.2519789243, 6.10826403805;1;82
1162;1350;FLAXIEU;AIN;RHONE-ALPES;45.8113298005, 5.74459048839;1;82
1163;1340;FOISSIAT;AIN;RHONE-ALPES;46.3784759782, 5.18483641417;1;82
1165;1090;FRANCHELEINS;AIN;RHONE-ALPES;46.0735946256, 4.81293575559;1;82
1166;1480;FRANS;AIN;RHONE-ALPES;45.9939065077, 4.78033196905;1;82
1167;1140;GARNERANS;AIN;RHONE-ALPES;46.2136224825, 4.82843188743;1;82
1169;1090;GENOUILLEUX;AIN;RHONE-ALPES;46.1201611728, 4.79288195016;1;82
1170;1460;BEARD-GEOVREISSIAT;AIN;RHONE-ALPES;46.1896733539, 5.55139781353;1;82
1171;1100;GEOVREISSET;AIN;RHONE-ALPES;46.2508621615, 5.61271973915;1;82
1172;1250;GERMAGNAT;AIN;RHONE-ALPES;46.3054983344, 5.45012798616;1;82
1173;1170;GEX;AIN;RHONE-ALPES;46.3471891747, 6.04650555568;1;82
1174;1130;GIRON;AIN;RHONE-ALPES;46.2227121191, 5.78049809256;1;82
1175;1190;GORREVOD;AIN;RHONE-ALPES;46.414943437, 4.95120595427;1;82
1176;1260;LE GRAND-ABERGEMENT;AIN;RHONE-ALPES;46.0863597408, 5.68624246364;1;82
1177;1250;GRAND-CORENT;AIN;RHONE-ALPES;46.207387937, 5.43318666027;1;82
1179;1290;GRIEGES;AIN;RHONE-ALPES;46.2633634407, 4.84621318847;1;82
1180;1220;GRILLY;AIN;RHONE-ALPES;46.3318810665, 6.11366767978;1;82
1181;1100;GROISSIAT;AIN;RHONE-ALPES;46.2260039429, 5.61095413441;1;82
1182;1680;GROSLEE;AIN;RHONE-ALPES;45.7216666431, 5.57285524796;1;82
1183;1090;GUEREINS;AIN;RHONE-ALPES;46.106624674, 4.78159420118;1;82
1184;1250;HAUTECOURT-ROMANECHE;AIN;RHONE-ALPES;46.1611241927, 5.42944457639;1;82
1185;1110;HAUTEVILLE-LOMPNES;AIN;RHONE-ALPES;45.9696520061, 5.57627261783;1;82
1186;1110;HOSTIAZ;AIN;RHONE-ALPES;45.9061631889, 5.54077986031;1;82
1187;1260;HOTONNES;AIN;RHONE-ALPES;46.0317412192, 5.70267027388;1;82
1188;1140;ILLIAT;AIN;RHONE-ALPES;46.1866986838, 4.88840344003;1;82
1189;1200;INJOUX-GENISSIAT;AIN;RHONE-ALPES;46.0497734524, 5.75991363273;1;82
1190;1680;INNIMOND;AIN;RHONE-ALPES;45.7919647191, 5.57389398559;1;82
1191;1430;IZENAVE;AIN;RHONE-ALPES;46.0381623415, 5.52447901164;1;82
1192;1580;IZERNORE;AIN;RHONE-ALPES;46.2179780137, 5.56258251719;1;82
1193;1300;IZIEU;AIN;RHONE-ALPES;45.6557496407, 5.63909140794;1;82
1194;1480;JASSANS-RIOTTIER;AIN;RHONE-ALPES;45.9777239103, 4.75984637871;1;82
1195;1250;JASSERON;AIN;RHONE-ALPES;46.2150037064, 5.31215372338;1;82
1196;1340;JAYAT;AIN;RHONE-ALPES;46.3660828991, 5.11429701617;1;82
1197;1250;JOURNANS;AIN;RHONE-ALPES;46.1464982407, 5.33452833151;1;82
1198;1800;JOYEUX;AIN;RHONE-ALPES;45.9499899849, 5.10261326872;1;82
1199;1640;JUJURIEUX;AIN;RHONE-ALPES;46.0497041467, 5.41094771899;1;82
1200;1450;LABALME;AIN;RHONE-ALPES;46.0932491295, 5.49438685213;1;82
1202;1150;LAGNIEU;AIN;RHONE-ALPES;45.8917015798, 5.32917518895;1;82
1203;1290;LAIZ;AIN;RHONE-ALPES;46.2469919709, 4.89933490972;1;82
1204;1130;LALLEYRIAT;AIN;RHONE-ALPES;46.1479592076, 5.71829194244;1;82
1205;1200;LANCRANS;AIN;RHONE-ALPES;46.1323202721, 5.84050985141;1;82
1206;1430;LANTENAY;AIN;RHONE-ALPES;46.0544405897, 5.54127421165;1;82
1207;1330;LAPEYROUSE;AIN;RHONE-ALPES;45.9859131165, 4.98196682865;1;82
1208;1350;LAVOURS;AIN;RHONE-ALPES;45.8108837933, 5.77267317838;1;82
1209;1200;LEAZ;AIN;RHONE-ALPES;46.1086518044, 5.87649017888;1;82
1210;1410;LELEX;AIN;RHONE-ALPES;46.2855010936, 5.92927713771;1;82
1211;1240;LENT;AIN;RHONE-ALPES;46.1160216305, 5.20200684747;1;82
1212;1560;LESCHEROUX;AIN;RHONE-ALPES;46.4114892731, 5.15107164478;1;82
1213;1150;LEYMENT;AIN;RHONE-ALPES;45.9269989549, 5.2947657235;1;82
1214;1450;LEYSSARD;AIN;RHONE-ALPES;46.1624187428, 5.47633297491;1;82
1215;1420;LHOPITAL;AIN;RHONE-ALPES;46.0238143134, 5.76236736492;1;82
1216;1680;LHUIS;AIN;RHONE-ALPES;45.7444141403, 5.53602066955;1;82
1218;1260;LOCHIEU;AIN;RHONE-ALPES;45.9302479879, 5.7413126836;1;82
1219;1680;LOMPNAS;AIN;RHONE-ALPES;45.8105943351, 5.52320457866;1;82
1221;1260;LOMPNIEU;AIN;RHONE-ALPES;45.9690865613, 5.65968816497;1;82
1224;1360;LOYETTES;AIN;RHONE-ALPES;45.7921564114, 5.21770971647;1;82
1225;1090;LURCY;AIN;RHONE-ALPES;46.061730034, 4.78075207026;1;82
1227;1300;MAGNIEU;AIN;RHONE-ALPES;45.7754050255, 5.71540945601;1;82
1228;1430;MAILLAT;AIN;RHONE-ALPES;46.1201642836, 5.52854394238;1;82
1229;1340;MALAFRETAZ;AIN;RHONE-ALPES;46.3295545661, 5.14386299599;1;82
1230;1560;MANTENAY-MONTLIN;AIN;RHONE-ALPES;46.4302754511, 5.10675899732;1;82
1231;1570;MANZIAT;AIN;RHONE-ALPES;46.3643830585, 4.90242777155;1;82
1232;1851;MARBOZ;AIN;RHONE-ALPES;46.3434312497, 5.24374534963;1;82
1233;1680;MARCHAMP;AIN;RHONE-ALPES;45.7738495266, 5.54985181107;1;82
1234;1300;MARIGNIEU;AIN;RHONE-ALPES;45.8010384947, 5.71570352924;1;82
1235;1240;MARLIEUX;AIN;RHONE-ALPES;46.0549073186, 5.0741150816;1;82
1236;1340;MARSONNAS;AIN;RHONE-ALPES;46.3409117711, 5.06434294764;1;82
1237;1100;MARTIGNAT;AIN;RHONE-ALPES;46.2030768095, 5.61384033805;1;82
1238;1600;MASSIEUX;AIN;RHONE-ALPES;45.9094016817, 4.82779660051;1;82
1239;1300;MASSIGNIEU-DE-RIVES;AIN;RHONE-ALPES;45.7571503942, 5.7620535823;1;82
1240;1580;MATAFELON-GRANGES;AIN;RHONE-ALPES;46.2565319445, 5.53958933702;1;82
1241;1370;MEILLONNAS;AIN;RHONE-ALPES;46.244997627, 5.33594738489;1;82
1242;1450;MERIGNAT;AIN;RHONE-ALPES;46.0648564341, 5.44210660051;1;82
1243;1480;MESSIMY-SUR-SAONE;AIN;RHONE-ALPES;46.0472670758, 4.75935643933;1;82
1244;1800;MEXIMIEUX;AIN;RHONE-ALPES;45.9060530318, 5.20404833653;1;82
1245;1250;BOHAS-MEYRIAT-RIGNAT;AIN;RHONE-ALPES;46.1427060662, 5.3780109646;1;82
1246;1660;MEZERIAT;AIN;RHONE-ALPES;46.2423102101, 5.04725416984;1;82
1247;1410;MIJOUX;AIN;RHONE-ALPES;46.3622451724, 6.00902631941;1;82
1248;1390;MIONNAY;AIN;RHONE-ALPES;45.8955939299, 4.92416967439;1;82
1249;1700;MIRIBEL;AIN;RHONE-ALPES;45.8442099203, 4.94106746787;1;82
1250;1600;MISERIEUX;AIN;RHONE-ALPES;45.9762325343, 4.81028471711;1;82
1252;1140;MOGNENEINS;AIN;RHONE-ALPES;46.1446696076, 4.820110702;1;82
1254;1250;MONTAGNAT;AIN;RHONE-ALPES;46.1686969123, 5.27962107938;1;82
1255;1470;MONTAGNIEU;AIN;RHONE-ALPES;45.799449019, 5.46428608859;1;82
1257;1200;MONTANGES;AIN;RHONE-ALPES;46.17325293, 5.79006091307;1;82
1258;1090;MONTCEAUX;AIN;RHONE-ALPES;46.0962893261, 4.80453564172;1;82
1259;1310;MONTCET;AIN;RHONE-ALPES;46.219333227, 5.11149132074;1;82
1260;1800;LE MONTELLIER;AIN;RHONE-ALPES;45.9287482486, 5.07092815964;1;82
1261;1390;MONTHIEUX;AIN;RHONE-ALPES;45.9622791838, 4.94555984534;1;82
1262;1120;MONTLUEL;AIN;RHONE-ALPES;45.8909006209, 5.01987566185;1;82
1263;1090;MONTMERLE-SUR-SAONE;AIN;RHONE-ALPES;46.0849573236, 4.7608579486;1;82
1264;1310;MONTRACOL;AIN;RHONE-ALPES;46.1867200301, 5.11706011755;1;82
1265;1460;MONTREAL-LA-CLUSE;AIN;RHONE-ALPES;46.1795688194, 5.59510550127;1;82
1266;1340;MONTREVEL-EN-BRESSE;AIN;RHONE-ALPES;46.3252811442, 5.11295966315;1;82
1267;1460;NURIEUX-VOLOGNAT;AIN;RHONE-ALPES;46.1830720992, 5.51435812316;1;82
1268;1300;MURS-ET-GELIGNIEUX;AIN;RHONE-ALPES;45.6420014274, 5.66039684889;1;82
1269;1130;NANTUA;AIN;RHONE-ALPES;46.1537845403, 5.61352793799;1;82
1271;1300;NATTAGES;AIN;RHONE-ALPES;45.723773707, 5.74947693301;1;82
1272;1400;NEUVILLE-LES-DAMES;AIN;RHONE-ALPES;46.1567753049, 5.00942432434;1;82
1273;1160;NEUVILLE-SUR-AIN;AIN;RHONE-ALPES;46.0909654813, 5.37349784691;1;82
1274;1130;LES NEYROLLES;AIN;RHONE-ALPES;46.1342937114, 5.63714517869;1;82
1275;1700;NEYRON;AIN;RHONE-ALPES;45.8184192468, 4.9309045685;1;82
1276;1120;NIEVROZ;AIN;RHONE-ALPES;45.8222941077, 5.05949629195;1;82
1277;1230;NIVOLLET-MONTGRIFFON;AIN;RHONE-ALPES;45.9999448244, 5.45847815374;1;82
1279;1230;ONCIEU;AIN;RHONE-ALPES;45.9651165469, 5.47146617499;1;82
1280;1510;ORDONNAZ;AIN;RHONE-ALPES;45.8339690378, 5.5395794296;1;82
1281;1210;ORNEX;AIN;RHONE-ALPES;46.2774557513, 6.09454723599;1;82
1282;1430;OUTRIAZ;AIN;RHONE-ALPES;46.067796636, 5.55697547429;1;82
1283;1100;OYONNAX;AIN;RHONE-ALPES;46.2605435859, 5.65344320923;1;82
1284;1190;OZAN;AIN;RHONE-ALPES;46.3867168877, 4.91805840196;1;82
1285;1600;PARCIEUX;AIN;RHONE-ALPES;45.9184267932, 4.82747423402;1;82
1286;1300;PARVES;AIN;RHONE-ALPES;45.7437340183, 5.73800737134;1;82
1288;1630;PERON;AIN;RHONE-ALPES;46.1913554154, 5.91968751164;1;82
1289;1960;PERONNAS;AIN;RHONE-ALPES;46.1711903413, 5.21802169564;1;82
1290;1800;PEROUGES;AIN;RHONE-ALPES;45.8803945768, 5.17955874977;1;82
1291;1540;PERREX;AIN;RHONE-ALPES;46.2465065604, 4.97464940331;1;82
1292;1260;LE PETIT-ABERGEMENT;AIN;RHONE-ALPES;46.0669978649, 5.6512031597;1;82
1293;1430;PEYRIAT;AIN;RHONE-ALPES;46.1498184067, 5.50572312284;1;82
1294;1300;PEYRIEU;AIN;RHONE-ALPES;45.6762428663, 5.67912809192;1;82
1295;1140;PEYZIEUX-SUR-SAONE;AIN;RHONE-ALPES;46.1226331853, 4.82243226719;1;82
1296;1270;PIRAJOUX;AIN;RHONE-ALPES;46.385801285, 5.27417594024;1;82
1297;1120;PIZAY;AIN;RHONE-ALPES;45.8928509581, 5.08915465965;1;82
1298;1130;PLAGNE;AIN;RHONE-ALPES;46.1883038423, 5.71763811249;1;82
1299;1330;LE PLANTAY;AIN;RHONE-ALPES;46.0230264227, 5.08912046926;1;82
1300;1130;LE POIZAT;AIN;RHONE-ALPES;46.1432950473, 5.67440958637;1;82
1301;1310;POLLIAT;AIN;RHONE-ALPES;46.2463108642, 5.13794412439;1;82
1302;1350;POLLIEU;AIN;RHONE-ALPES;45.7965373468, 5.74794515549;1;82
1303;1450;PONCIN;AIN;RHONE-ALPES;46.089530586, 5.41681266947;1;82
1304;1160;PONT-D'AIN;AIN;RHONE-ALPES;46.0542077091, 5.34703652618;1;82
1305;1190;PONT-DE-VAUX;AIN;RHONE-ALPES;46.4422864477, 4.92862459427;1;82
1306;1290;PONT-DE-VEYLE;AIN;RHONE-ALPES;46.2637215091, 4.88186068102;1;82
1307;1460;PORT;AIN;RHONE-ALPES;46.155963139, 5.57615832883;1;82
1308;1550;POUGNY;AIN;RHONE-ALPES;46.1450914685, 5.95100479291;1;82
1309;1250;POUILLAT;AIN;RHONE-ALPES;46.3219301481, 5.42318000482;1;82
1310;1300;PREMEYZEL;AIN;RHONE-ALPES;45.6806263123, 5.64396081449;1;82
1311;1110;PREMILLIEU;AIN;RHONE-ALPES;45.876457149, 5.56475010385;1;82
1312;1370;PRESSIAT;AIN;RHONE-ALPES;46.319006013, 5.38083678419;1;82
1313;1280;PREVESSIN-MOENS;AIN;RHONE-ALPES;46.25827228, 6.07223251859;1;82
1314;1160;PRIAY;AIN;RHONE-ALPES;46.0197521486, 5.28523353803;1;82
1316;1510;PUGIEU;AIN;RHONE-ALPES;45.8176794806, 5.64970405499;1;82
1317;1250;RAMASSE;AIN;RHONE-ALPES;46.1905550894, 5.35572056985;1;82
1318;1390;RANCE;AIN;RHONE-ALPES;45.9673905154, 4.86343025951;1;82
