BE_00125;1460;VIRGINAL-SAMME;ITTRE;Brabant Wallon;50.64037, 4.20579;Virginal-Samme;ITTRE
BE_00126;1461;HAUT-ITTRE;ITTRE;Brabant Wallon;50.65305, 4.2978;Haut-Ittre;ITTRE
BE_00127;1470;BAISY-THY;GENAPPE;Brabant Wallon;50.59708, 4.47598;Baisy-Thy;GENAPPE
BE_00128;1470;BOUSVAL;GENAPPE;Brabant Wallon;50.61663, 4.508;Bousval;GENAPPE
BE_00129;1470;GENAPPE;GENAPPE;Brabant Wallon;50.61173, 4.45152;GENAPPE;GENAPPE
BE_00130;1471;LOUPOIGNE;GENAPPE;Brabant Wallon;50.59806, 4.44448;Loupoigne;GENAPPE
BE_00131;1472;VIEUX-GENAPPE;GENAPPE;Brabant Wallon;50.60846, 4.44097;Vieux-Genappe;GENAPPE
BE_00132;1473;GLABAIS;GENAPPE;Brabant Wallon;50.63074, 4.45333;Glabais;GENAPPE
BE_00133;1474;WAYS;GENAPPE;Brabant Wallon;50.61108, 4.46448;Ways;GENAPPE
BE_00134;1476;HOUTAIN-LE-VAL;GENAPPE;Brabant Wallon;50.58242, 4.41264;Houtain-Le-Val;GENAPPE
BE_00135;1480;CLABECQ;TUBIZE;Brabant Wallon;50.69245, 4.2215;Clabecq;TUBIZE
BE_00136;1480;OISQUERCQ;TUBIZE;Brabant Wallon;50.67015, 4.21984;Oisquercq;TUBIZE
BE_00137;1480;SAINTES;TUBIZE;Brabant Wallon;50.70499, 4.16006;Saintes;TUBIZE
BE_00138;1480;TUBIZE;TUBIZE;Brabant Wallon;50.69059, 4.2009;TUBIZE;TUBIZE
BE_00139;1490;COURT-SAINT-ÉTIENNE;COURT-SAINT-ETIENNE;Brabant Wallon;50.63378, 4.56851;COURT-SAINT-ÉTIENNE;COURT-SAINT-ETIENNE
BE_00140;1495;MARBAIS;VILLERS-LA-VILLE;Brabant Wallon;50.54652, 4.53499;Marbais;VILLERS-LA-VILLE
BE_00141;1495;MELLERY;VILLERS-LA-VILLE;Brabant Wallon;50.58187, 4.56903;Mellery;VILLERS-LA-VILLE
BE_00142;1495;SART-DAMES-AVELINES;VILLERS-LA-VILLE;Brabant Wallon;50.56863, 4.49221;Sart-Dames-Avelines;VILLERS-LA-VILLE
BE_00143;1495;TILLY;VILLERS-LA-VILLE;Brabant Wallon;50.56078, 4.55495;Tilly;VILLERS-LA-VILLE
BE_00144;1495;VILLERS-LA-VILLE;VILLERS-LA-VILLE;Brabant Wallon;50.57953, 4.53398;VILLERS-LA-VILLE;VILLERS-LA-VILLE
BE_00145;1500;HALLE;HALLE;Brabant Flamand;51.43057, 4.81124;HALLE;HALLE
BE_00146;1501;BUIZINGEN;HALLE;Brabant Flamand;50.74227, 4.25278;Buizingen;HALLE
BE_00147;1502;LEMBEEK;HALLE;Brabant Flamand;50.7157, 4.21832;Lembeek;HALLE
BE_00148;1540;HERFELINGEN;HERNE;Brabant Flamand;50.74816, 4.09754;Herfelingen;HERNE
BE_00149;1540;HERNE;HERNE;Brabant Flamand;50.72423, 4.03481;HERNE;HERNE
BE_00150;1541;SINT-PIETERS-KAPELLE;HERNE;Brabant Flamand;51.12591, 2.87663;Sint-Pieters-Kapelle;HERNE
BE_00151;1547;BEVER;BIÉVÈNE;Brabant Flamand;50.91667, 4.31667;Bever;BIÉVÈNE
BE_00152;1560;HOEILAART;HOEILAART;Brabant Flamand;50.7673, 4.46835;HOEILAART;HOEILAART
BE_00153;1570;GALMAARDEN;GALMAARDEN;Brabant Flamand;50.75389, 3.97121;GALMAARDEN;GALMAARDEN
BE_00154;1570;TOLLEMBEEK;GALMAARDEN;Brabant Flamand;50.74096, 4.00666;Tollembeek;GALMAARDEN
BE_00155;1570;VOLLEZELE;GALMAARDEN;Brabant Flamand;50.76121, 4.02435;Vollezele;GALMAARDEN
BE_00156;1600;OUDENAKEN;SINT-PIETERS-LEEUW;Brabant Flamand;50.7798, 4.19785;Oudenaken;SINT-PIETERS-LEEUW
BE_00157;1600;SINT-LAUREINS-BERCHEM;SINT-PIETERS-LEEUW;Brabant Flamand;50.78716, 4.20012;Sint-Laureins-Berchem;SINT-PIETERS-LEEUW
BE_00158;1600;SINT-PIETERS-LEEUW;SINT-PIETERS-LEEUW;Brabant Flamand;50.77926, 4.24355;SINT-PIETERS-LEEUW;SINT-PIETERS-LEEUW
BE_00159;1601;RUISBROEK;SINT-PIETERS-LEEUW;Brabant Flamand;51.08832, 4.33127;Ruisbroek;SINT-PIETERS-LEEUW
BE_00160;1602;VLEZENBEEK;SINT-PIETERS-LEEUW;Brabant Flamand;50.80778, 4.23197;Vlezenbeek;SINT-PIETERS-LEEUW
BE_00161;1620;DROGENBOS;DROGENBOS;Brabant Flamand;50.78733, 4.31471;DROGENBOS;DROGENBOS
BE_00162;1630;LINKEBEEK;LINKEBEEK;Brabant Flamand;50.79324, 4.03318;LINKEBEEK;LINKEBEEK
BE_00163;1640;RHODE-SAINT-GENÈSE;RHODE-SAINT-GENÈSE;Brabant Flamand;50.74645, 4.35754;RHODE-SAINT-GENÈSE;RHODE-SAINT-GENÈSE
